content_id,title,description,category,level,duration,difficulty,rating
261,Deep Learning with TensorFlow,Comprehensive guide to mastering modern technologies with hands-on examples.,Cyber Security,Intermediate,79,3,3.23
262,Mobile App Development with Flutter,Beginner-friendly course covering core concepts and practical applications.,Business Analytics,Beginner,51,3,2.87
263,Power BI for Data Analysis,Understand concepts and apply them to real-life problems.,Software Engineering,Beginner,192,2,2.82
264,Natural Language Processing with Python,Understand concepts and apply them to real-life problems.,Business Analytics,Advanced,37,3,4.09
265,Power BI for Data Analysis,Advanced course for professionals aiming to upgrade their skills.,Web Development,Beginner,112,1,3.32
266,Introduction to Cyber Security,Beginner-friendly course covering core concepts and practical applications.,Artificial Intelligence,Intermediate,167,1,3.19
267,Natural Language Processing with Python,Step-by-step guide to becoming a professional in this field.,Data Science,Beginner,63,3,3.98
268,Full Stack Web Development,Understand concepts and apply them to real-life problems.,Cloud Computing,Intermediate,183,2,2.56
269,Introduction to Cyber Security,Build projects and gain practical experience.,Cloud Computing,Advanced,56,2,3.12
270,Mobile App Development with Flutter,Comprehensive guide to mastering modern technologies with hands-on examples.,Cyber Security,Advanced,180,3,3.35
271,Mobile App Development with Flutter,Master advanced techniques and industry best practices.,Artificial Intelligence,Intermediate,146,1,4.27
272,Power BI for Data Analysis,Advanced course for professionals aiming to upgrade their skills.,Software Engineering,Beginner,38,3,3.86
273,Mobile App Development with Flutter,Step-by-step guide to becoming a professional in this field.,Artificial Intelligence,Beginner,198,3,4.64
274,Deep Learning with TensorFlow,Understand concepts and apply them to real-life problems.,Cloud Computing,Beginner,51,2,3.34
275,Power BI for Data Analysis,Hands-on training with real datasets and real-world scenarios.,Cloud Computing,Advanced,125,1,3.24
276,"Web Development with HTML, CSS & JavaScript",Beginner-friendly course covering core concepts and practical applications.,Software Engineering,Intermediate,41,2,2.58
277,Machine Learning A-Z,Comprehensive guide to mastering modern technologies with hands-on examples.,Artificial Intelligence,Beginner,141,2,4.88
278,Data Science Bootcamp,Advanced course for professionals aiming to upgrade their skills.,Cyber Security,Beginner,148,1,3.75
279,Full Stack Web Development,Step-by-step guide to becoming a professional in this field.,Artificial Intelligence,Intermediate,73,1,3.76
280,Mobile App Development with Flutter,Master advanced techniques and industry best practices.,Web Development,Advanced,167,1,4.81
281,Advanced Excel for Business,Step-by-step guide to becoming a professional in this field.,Artificial Intelligence,Intermediate,77,3,3.22
282,Machine Learning A-Z,Build projects and gain practical experience.,Software Engineering,Beginner,182,1,3.33
283,Natural Language Processing with Python,Comprehensive guide to mastering modern technologies with hands-on examples.,Business Analytics,Beginner,89,3,4.14
284,"Web Development with HTML, CSS & JavaScript",Master advanced techniques and industry best practices.,Cyber Security,Beginner,82,2,4.46
285,Advanced Excel for Business,Comprehensive guide to mastering modern technologies with hands-on examples.,Programming,Advanced,22,1,4.25
286,Computer Vision Basics,Understand concepts and apply them to real-life problems.,Web Development,Advanced,118,3,4.47
287,Advanced Excel for Business,Perfect for beginners looking to start their journey.,Cyber Security,Advanced,64,3,3.94
288,Natural Language Processing with Python,Beginner-friendly course covering core concepts and practical applications.,Programming,Intermediate,162,3,4.66
289,Power BI for Data Analysis,Step-by-step guide to becoming a professional in this field.,Business Analytics,Intermediate,36,3,3.88
290,Introduction to Cyber Security,Learn the fundamentals and build real-world projects step by step.,Software Engineering,Intermediate,162,2,3.07
291,Natural Language Processing with Python,Step-by-step guide to becoming a professional in this field.,Programming,Intermediate,24,1,3.85
292,Power BI for Data Analysis,Hands-on training with real datasets and real-world scenarios.,Web Development,Intermediate,193,1,4.28
293,"Web Development with HTML, CSS & JavaScript",Master advanced techniques and industry best practices.,Cyber Security,Beginner,30,1,4.13
294,Mobile App Development with Flutter,Advanced course for professionals aiming to upgrade their skills.,Programming,Intermediate,111,1,3.11
295,Mobile App Development with Flutter,Comprehensive guide to mastering modern technologies with hands-on examples.,Cloud Computing,Beginner,161,1,2.6
296,Deep Learning with TensorFlow,Comprehensive guide to mastering modern technologies with hands-on examples.,Web Development,Beginner,58,1,3.13
297,Full Stack Web Development,Perfect for beginners looking to start their journey.,Web Development,Intermediate,61,3,4.96
298,Artificial Intelligence Fundamentals,Master advanced techniques and industry best practices.,Software Engineering,Advanced,113,1,2.96
299,Advanced Excel for Business,Comprehensive guide to mastering modern technologies with hands-on examples.,Artificial Intelligence,Intermediate,24,3,3.66
300,Introduction to Cyber Security,Hands-on training with real datasets and real-world scenarios.,Artificial Intelligence,Beginner,71,2,4.1
301,Advanced Excel for Business,Perfect for beginners looking to start their journey.,Data Science,Advanced,169,3,4.7
302,SQL for Data Science,Step-by-step guide to becoming a professional in this field.,Cloud Computing,Intermediate,63,2,4.4
303,Advanced Excel for Business,Build projects and gain practical experience.,Cloud Computing,Beginner,134,1,4.77
304,Artificial Intelligence Fundamentals,Beginner-friendly course covering core concepts and practical applications.,Artificial Intelligence,Intermediate,172,2,4.01
305,"Web Development with HTML, CSS & JavaScript",Understand concepts and apply them to real-life problems.,Programming,Beginner,146,2,4.66
306,Power BI for Data Analysis,Perfect for beginners looking to start their journey.,Business Analytics,Beginner,135,3,3.16
307,Mobile App Development with Flutter,Understand concepts and apply them to real-life problems.,Business Analytics,Advanced,168,3,3.58
308,Full Stack Web Development,Comprehensive guide to mastering modern technologies with hands-on examples.,Programming,Beginner,87,2,4.61
309,Machine Learning A-Z,Beginner-friendly course covering core concepts and practical applications.,Programming,Beginner,66,2,3.31
310,Power BI for Data Analysis,Advanced course for professionals aiming to upgrade their skills.,Programming,Beginner,146,1,4.68
311,Artificial Intelligence Fundamentals,Understand concepts and apply them to real-life problems.,Web Development,Beginner,54,3,3.41
312,Machine Learning A-Z,Master advanced techniques and industry best practices.,Cloud Computing,Beginner,26,2,3.41
313,Deep Learning with TensorFlow,Comprehensive guide to mastering modern technologies with hands-on examples.,Business Analytics,Beginner,135,3,3.27
314,Natural Language Processing with Python,Understand concepts and apply them to real-life problems.,Web Development,Beginner,71,1,3.87
315,Python for Beginners,Perfect for beginners looking to start their journey.,Cyber Security,Beginner,129,1,2.82
316,Introduction to Cyber Security,Step-by-step guide to becoming a professional in this field.,Programming,Beginner,65,2,2.59
317,Full Stack Web Development,Build projects and gain practical experience.,Business Analytics,Beginner,156,1,4.74
318,Deep Learning with TensorFlow,Comprehensive guide to mastering modern technologies with hands-on examples.,Cyber Security,Intermediate,42,2,4.82
319,Machine Learning A-Z,Step-by-step guide to becoming a professional in this field.,Artificial Intelligence,Intermediate,150,3,2.69
320,"Web Development with HTML, CSS & JavaScript",Step-by-step guide to becoming a professional in this field.,Software Engineering,Beginner,146,3,3.87
321,Mobile App Development with Flutter,Build projects and gain practical experience.,Cloud Computing,Intermediate,28,2,3.85
322,Natural Language Processing with Python,Hands-on training with real datasets and real-world scenarios.,Business Analytics,Advanced,72,2,3.43
323,Full Stack Web Development,Advanced course for professionals aiming to upgrade their skills.,Cyber Security,Advanced,196,2,3.92
324,Power BI for Data Analysis,Master advanced techniques and industry best practices.,Software Engineering,Beginner,67,3,3.65
325,Natural Language Processing with Python,Understand concepts and apply them to real-life problems.,Programming,Intermediate,142,3,3.72
326,"Web Development with HTML, CSS & JavaScript",Beginner-friendly course covering core concepts and practical applications.,Artificial Intelligence,Beginner,101,1,4.39
327,Full Stack Web Development,Hands-on training with real datasets and real-world scenarios.,Cyber Security,Beginner,128,1,3.81
328,Artificial Intelligence Fundamentals,Comprehensive guide to mastering modern technologies with hands-on examples.,Data Science,Beginner,26,3,3.31
329,Python for Beginners,Perfect for beginners looking to start their journey.,Business Analytics,Beginner,118,3,3.95
330,Advanced Excel for Business,Comprehensive guide to mastering modern technologies with hands-on examples.,Software Engineering,Intermediate,50,2,4.1
331,Power BI for Data Analysis,Step-by-step guide to becoming a professional in this field.,Artificial Intelligence,Intermediate,121,3,4.16
332,SQL for Data Science,Build projects and gain practical experience.,Web Development,Intermediate,75,3,4.05
333,Python for Beginners,Perfect for beginners looking to start their journey.,Data Science,Beginner,118,1,4.16
334,Artificial Intelligence Fundamentals,Learn the fundamentals and build real-world projects step by step.,Web Development,Beginner,24,1,3.28
335,Power BI for Data Analysis,Beginner-friendly course covering core concepts and practical applications.,Web Development,Beginner,49,2,3.62
336,Introduction to Cyber Security,Master advanced techniques and industry best practices.,Programming,Beginner,41,1,4.17
337,Python for Beginners,Advanced course for professionals aiming to upgrade their skills.,Business Analytics,Advanced,164,2,4.39
